Pos,OnstreetName,FromStreet,ToStreetName,Shape.STLength()
"-73.97072777432889 40.767393722433624,-73.97028165543682 40.76802503240718",5 AVENUE,EAST   64 STREET,EAST   65 STREET,261.10
"-73.97028165543682 40.76802503240718,-73.96982455304051 40.768646008944195",5 AVENUE,EAST   65 STREET,EAST   66 STREET,259.26
"-73.97028165543682 40.76802503240718,-73.96982455304051 40.768646008944195",5 AVENUE,EAST   65 STREET,EAST   66 STREET,259.26
"-73.96982455304051 40.768646008944195,-73.96936484649015 40.76927065697431",5 AVENUE,EAST   66 STREET,EAST   67 STREET,260.78
"-73.96936484649015 40.76927065697431,-73.96890454834984 40.769900832045465",5 AVENUE,EAST   67 STREET,EAST   68 STREET,262.62
"-73.96936484649015 40.76927065697431,-73.96890454834984 40.769900832045465",5 AVENUE,EAST   67 STREET,EAST   68 STREET,262.62
"-73.96890454834984 40.769900832045465,-73.96844155970741 40.770516326279754",5 AVENUE,EAST   68 STREET,EAST   69 STREET,258.33
"-73.96890454834984 40.769900832045465,-73.96844155970741 40.770516326279754",5 AVENUE,EAST   68 STREET,EAST   69 STREET,258.33
"-73.96844155970741 40.770516326279754,-73.9679932781947 40.77114723029595",5 AVENUE,EAST   69 STREET,EAST   70 STREET,261.25
"-73.96844155970741 40.770516326279754,-73.9679932781947 40.77114723029595",5 AVENUE,EAST   69 STREET,EAST   70 STREET,261.25
"-73.9679932781947 40.77114723029595,-73.96753398402123 40.77177618432152",5 AVENUE,EAST   70 STREET,EAST   71 STREET,262.09
"-73.9679932781947 40.77114723029595,-73.96753398402123 40.77177618432152",5 AVENUE,EAST   70 STREET,EAST   71 STREET,262.09
"-73.96753398402123 40.77177618432152,-73.9670394760347 40.772461218727344",5 AVENUE,EAST   71 STREET,EAST   72 STREET,284.70
"-73.96753398402123 40.77177618432152,-73.9670394760347 40.772461218727344",5 AVENUE,EAST   71 STREET,EAST   72 STREET,284.70
"-73.9670394760347 40.772461218727344,-73.96653616934908 40.77314036810387",5 AVENUE,EAST   72 STREET,EAST   73 STREET,284.01
"-73.96653616934908 40.77314036810387,-73.96607448977028 40.77377298949009",5 AVENUE,EAST   73 STREET,EAST   74 STREET,263.58
"-73.96653616934908 40.77314036810387,-73.96607448977028 40.77377298949009",5 AVENUE,EAST   73 STREET,EAST   74 STREET,263.58
"-73.96607448977028 40.77377298949009,-73.96560968644468 40.77440720102598",5 AVENUE,EAST   74 STREET,EAST   75 STREET,264.51
"-73.96607448977028 40.77377298949009,-73.96560968644468 40.77440720102598",5 AVENUE,EAST   74 STREET,EAST   75 STREET,264.51
"-73.96560968644468 40.77440720102598,-73.96514745392409 40.775044231781",5 AVENUE,EAST   75 STREET,EAST   76 STREET,265.06
"-73.96560968644468 40.77440720102598,-73.96514745392409 40.775044231781",5 AVENUE,EAST   75 STREET,EAST   76 STREET,265.06
"-73.96514745392409 40.775044231781,-73.96468735764765 40.77567708204513",5 AVENUE,EAST   76 STREET,EAST   77 STREET,263.44
"-73.96514745392409 40.775044231781,-73.96468735764765 40.77567708204513",5 AVENUE,EAST   76 STREET,EAST   77 STREET,263.44
"-73.96468735764765 40.77567708204513,-73.96422820126563 40.77631030891709",5 AVENUE,EAST   77 STREET,EAST   78 STREET,263.43
"-73.96468735764765 40.77567708204513,-73.96422820126563 40.77631030891709",5 AVENUE,EAST   77 STREET,EAST   78 STREET,263.43
"-73.96372602675139 40.7770057180726,-73.96376123872584 40.77695096959712,-73.96422820126563 40.77631030891709",5 AVENUE,EAST   78 STREET,EAST   79 STREET,289.05
"-73.96372602675139 40.7770057180726,-73.96376123872584 40.77695096959712,-73.96422820126563 40.77631030891709",5 AVENUE,EAST   78 STREET,EAST   79 STREET,289.05
"-73.96372602675139 40.7770057180726,-73.9632299189988 40.777677047472366",5 AVENUE,EAST   79 STREET,EAST   80 STREET,280.54
"-73.96372602675139 40.7770057180726,-73.9632299189988 40.777677047472366",5 AVENUE,EAST   79 STREET,EAST   80 STREET,280.54
"-73.96276715589917 40.77831304073531,-73.96230361508411 40.77894704081642",5 AVENUE,EAST   81 STREET,EAST   82 STREET,264.27
"-73.96276715589917 40.77831304073531,-73.96230361508411 40.77894704081642",5 AVENUE,EAST   81 STREET,EAST   82 STREET,264.27
"-73.96230361508411 40.77894704081642,-73.96183836961272 40.77958419196847",5 AVENUE,EAST   82 STREET,EAST   83 STREET,265.50
"-73.96230361508411 40.77894704081642,-73.96183836961272 40.77958419196847",5 AVENUE,EAST   82 STREET,EAST   83 STREET,265.50
"-73.96183836961272 40.77958419196847,-73.96136872718259 40.78022974949772",5 AVENUE,EAST   83 STREET,EAST   84 STREET,268.77
"-73.96183836961272 40.77958419196847,-73.96136872718259 40.78022974949772",5 AVENUE,EAST   83 STREET,EAST   84 STREET,268.77
"-73.96136872718259 40.78022974949772,-73.96091016170175 40.78085703582499",5 AVENUE,EAST   84 STREET,EAST   85 STREET,261.46
"-73.96136872718259 40.78022974949772,-73.96091016170175 40.78085703582499",5 AVENUE,EAST   84 STREET,EAST   85 STREET,261.46
"-73.96091016170175 40.78085703582499,-73.960414306121 40.781524268137076",5 AVENUE,EAST   85 STREET,EAST   86 STREET,279.20
"-73.96091016170175 40.78085703582499,-73.960414306121 40.781524268137076",5 AVENUE,EAST   85 STREET,EAST   86 STREET,279.20
"-73.960414306121 40.781524268137076,-73.95992094276427 40.782212943666515",5 AVENUE,EAST   86 STREET,EAST   87 STREET,285.70
"-73.960414306121 40.781524268137076,-73.95992094276427 40.782212943666515",5 AVENUE,EAST   86 STREET,EAST   87 STREET,285.70
"-73.95992094276427 40.782212943666515,-73.95946906071202 40.78283332135564",5 AVENUE,EAST   87 STREET,EAST   88 STREET,258.36
"-73.95992094276427 40.782212943666515,-73.95946906071202 40.78283332135564",5 AVENUE,EAST   87 STREET,EAST   88 STREET,258.36
"-73.95946906071202 40.78283332135564,-73.95901176689073 40.783461284719465",5 AVENUE,EAST   88 STREET,EAST   89 STREET,261.50
"-73.95946906071202 40.78283332135564,-73.95901176689073 40.783461284719465",5 AVENUE,EAST   88 STREET,EAST   89 STREET,261.50
"-73.95901176689073 40.783461284719465,-73.95856810052655 40.78408344377702",5 AVENUE,EAST   89 STREET,EAST   90 STREET,257.83
"-73.95901176689073 40.783461284719465,-73.95856810052655 40.78408344377702",5 AVENUE,EAST   89 STREET,EAST   90 STREET,257.83
"-73.95856810052655 40.78408344377702,-73.95810353455977 40.784713004600725",5 AVENUE,EAST   90 STREET,EAST   91 STREET,262.99
"-73.95856810052655 40.78408344377702,-73.95810353455977 40.784713004600725",5 AVENUE,EAST   90 STREET,EAST   91 STREET,262.99
"-73.95810353455977 40.784713004600725,-73.95763599385073 40.7853434574987",5 AVENUE,EAST   91 STREET,EAST   92 STREET,263.67
"-73.95810353455977 40.784713004600725,-73.95763599385073 40.7853434574987",5 AVENUE,EAST   91 STREET,EAST   92 STREET,263.67
"-73.95763599385073 40.7853434574987,-73.95716853684166 40.78598289277392",5 AVENUE,EAST   92 STREET,EAST   93 STREET,266.52
"-73.95763599385073 40.7853434574987,-73.95716853684166 40.78598289277392",5 AVENUE,EAST   92 STREET,EAST   93 STREET,266.52
"-73.95716853684166 40.78598289277392,-73.95671863109233 40.786600793598694",5 AVENUE,EAST   93 STREET,EAST   94 STREET,257.30
"-73.95716853684166 40.78598289277392,-73.95671863109233 40.786600793598694",5 AVENUE,EAST   93 STREET,EAST   94 STREET,257.30
"-73.95207127213337 40.79298117166512,-73.95160265449813 40.7936078050679",5 AVENUE,EAST  104 STREET,EAST  105 STREET,262.60
"-73.95207127213337 40.79298117166512,-73.95160265449813 40.7936078050679",5 AVENUE,EAST  104 STREET,EAST  105 STREET,262.60
"-73.95160265449813 40.7936078050679,-73.9511110241246 40.79428503485564",5 AVENUE,EAST  105 STREET,EAST  106 STREET,281.80
"-73.95160265449813 40.7936078050679,-73.9511110241246 40.79428503485564",5 AVENUE,EAST  105 STREET,EAST  106 STREET,281.80
"-73.9511110241246 40.79428503485564,-73.95062885430376 40.794959591145805",5 AVENUE,EAST  106 STREET,EAST  107 STREET,279.69
"-73.9511110241246 40.79428503485564,-73.95062885430376 40.794959591145805",5 AVENUE,EAST  106 STREET,EAST  107 STREET,279.69
"-73.95062885430376 40.794959591145805,-73.95015821263334 40.79558773136647",5 AVENUE,EAST  107 STREET,EAST  108 STREET,263.35
"-73.95062885430376 40.794959591145805,-73.95015821263334 40.79558773136647",5 AVENUE,EAST  107 STREET,EAST  108 STREET,263.35
"-73.95015821263334 40.79558773136647,-73.9496953830279 40.79621687167115",5 AVENUE,EAST  108 STREET,EAST  109 STREET,262.61
"-73.95015821263334 40.79558773136647,-73.9496953830279 40.79621687167115",5 AVENUE,EAST  108 STREET,EAST  109 STREET,262.61
"-73.94906517886074 40.79710049399096,-73.94878702865137 40.797482838183186",5 AVENUE,EAST  111 STREET,FRAWLEY CIRCLE,159.17
"-73.94697366773411 40.799961703044204,-73.94728018255456 40.79954178859943,-73.94732771529651 40.79947667180455,-73.94737599885514 40.79941052426039,-73.94741996193531 40.799350295508304,-73.94771055992472 40.798952180915826,-73.94775716417972 40.79888833142022,-73.94781663082516 40.79880686315269,-73.94784679114255 40.798765542975076,-73.94805130260909 40.798485359350956,-73.94810109006053 40.79841714822611,-73.94815384298548 40.7983448762594,-73.94820641548941 40.7982728509236,-73.94831125411244 40.798129216971745",5 AVENUE,EAST  112 STREET,EAST  115 STREET,763.47
"-73.94697366773411 40.799961703044204,-73.94646133856004 40.80066530547717",5 AVENUE,EAST  115 STREET,EAST  116 STREET,292.97
"-73.94646133856004 40.80066530547717,-73.94596789742512 40.80134239471461",5 AVENUE,EAST  116 STREET,EAST  117 STREET,281.99
"-73.94596789742512 40.80134239471461,-73.94550863914664 40.801970231631834",5 AVENUE,EAST  117 STREET,EAST  118 STREET,261.71
"-73.94550863914664 40.801970231631834,-73.94505127968098 40.80259859886026",5 AVENUE,EAST  118 STREET,EAST  119 STREET,261.62
"-73.9417714011529 40.807088999419655,-73.9413174234964 40.80771334674523",5 AVENUE,EAST  126 STREET,EAST  127 STREET,259.88
"-73.9417714011529 40.807088999419655,-73.9413174234964 40.80771334674523",5 AVENUE,EAST  126 STREET,EAST  127 STREET,259.88
"-73.9413174234964 40.80771334674523,-73.94086063157658 40.8083342679875",5 AVENUE,EAST  127 STREET,EAST  128 STREET,259.17
"-73.94086063157658 40.8083342679875,-73.94040344928038 40.8089580957691",5 AVENUE,EAST  128 STREET,EAST  129 STREET,260.15
"-73.94040344928038 40.8089580957691,-73.93994875956713 40.809581417798256",5 AVENUE,EAST  129 STREET,EAST  130 STREET,259.65
"-73.93994875956713 40.809581417798256,-73.93949397585827 40.810208809978036",5 AVENUE,EAST  130 STREET,EAST  131 STREET,260.96
"-73.93949397585827 40.810208809978036,-73.93901753288094 40.81085655721022",5 AVENUE,EAST  131 STREET,EAST  132 STREET,270.35
"-73.98900890115047 40.74231767110502,-73.98864445146425 40.74281411403351",5 AVENUE,WEST   24 STREET,WEST   25 STREET,207.16
"-73.98823761463858 40.74913016901396,-73.98797357693286 40.7494907782179",6 AVENUE,BROADWAY,WEST   33 STREET,150.38
"-73.98823761463858 40.74913016901396,-73.98797357693286 40.7494907782179",6 AVENUE,BROADWAY,WEST   33 STREET,150.38
"-73.98797357693286 40.7494907782179,-73.98776905997904 40.74978702856705",6 AVENUE,BROADWAY,WEST   34 STREET,121.91
"-73.98797357693286 40.7494907782179,-73.98776905997904 40.74978702856705",6 AVENUE,BROADWAY,WEST   34 STREET,121.91
"-74.00448463594343 40.72489635458605,-74.00463964862543 40.72431166765658,-74.00473947909492 40.72426702895156",6 AVENUE,BROOME STREET,DOMINICK STREET,249.41
"-74.00448463594343 40.72489635458605,-74.00463964862543 40.72431166765658,-74.00473947909492 40.72426702895156",6 AVENUE,BROOME STREET,DOMINICK STREET,249.41
"-74.00448463594343 40.72489635458605,-74.00463964862543 40.72431166765658,-74.00473947909492 40.72426702895156",6 AVENUE,BROOME STREET,DOMINICK STREET,249.41
"-74.00527212824666 40.72301790036745,-74.00591289887628 40.72225294954169),(-74.00505887022423 40.722977863383356,-74.00536436023398 40.722183952356076,-74.00538616839238 40.72211236083572,-74.00539186732223 40.722037366140285,-74.00538048677834 40.72196217323061,-74.00535250053002 40.72189013467649,-74.00530986180839 40.721824191439836",6 AVENUE,CANAL STREET,GRAND STREET,767.73
"-74.00527212824666 40.72301790036745,-74.00591289887628 40.72225294954169),(-74.00505887022423 40.722977863383356,-74.00536436023398 40.722183952356076,-74.00538616839238 40.72211236083572,-74.00539186732223 40.722037366140285,-74.00538048677834 40.72196217323061,-74.00535250053002 40.72189013467649,-74.00530986180839 40.721824191439836",6 AVENUE,CANAL STREET,GRAND STREET,767.73
"-74.00344418682876 40.72695786712834,-74.00317136448281 40.727665119291444",6 AVENUE,CHARLTON STREET,KING STREET,268.54
"-74.00344418682876 40.72695786712834,-74.00317136448281 40.727665119291444",6 AVENUE,CHARLTON STREET,KING STREET,268.54
"-74.00373017537581 40.72625005821055,-74.00344418682876 40.72695786712834",6 AVENUE,CHARLTON STREET,MAC DOUGAL STREET,269.79
"-74.00455193550276 40.72555881595634,-74.00437244443249 40.72537161968664,-74.00448463594343 40.72489635458605",6 AVENUE,DOMINICK STREET,SPRING STREET,260.34
"-74.00455193550276 40.72555881595634,-74.00437244443249 40.72537161968664,-74.00448463594343 40.72489635458605",6 AVENUE,DOMINICK STREET,SPRING STREET,260.34
"-74.00455193550276 40.72555881595634,-74.00437244443249 40.72537161968664,-74.00448463594343 40.72489635458605",6 AVENUE,DOMINICK STREET,SPRING STREET,260.34
"-74.00505887022423 40.722977863383356,-74.0047857491107 40.72362483787666",6 AVENUE,GRAND STREET,WATTS STREET,247.57
"-74.00311008088778 40.7283103327778,-74.00317136448281 40.727665119291444,-74.00287382558679 40.72824884407739,-74.00281726643594 40.728363129035024",6 AVENUE,KING STREET,WEST HOUSTON STREET,508.27
"-74.00311008088778 40.7283103327778,-74.00317136448281 40.727665119291444,-74.00287382558679 40.72824884407739,-74.00281726643594 40.728363129035024",6 AVENUE,KING STREET,WEST HOUSTON STREET,508.27
"-74.00403067849913 40.72551249518786,-74.00373017537581 40.72625005821055",6 AVENUE,MAC DOUGAL STREET,SPRING STREET,281.33
"-74.00403067849913 40.72551249518786,-74.00373017537581 40.72625005821055",6 AVENUE,MAC DOUGAL STREET,SPRING STREET,281.33
"-73.9914185853309 40.74480268208849,-73.99096832813171 40.745420890467486",6 AVENUE,WEST   26 STREET,WEST   27 STREET,257.48
"-73.9914185853309 40.74480268208849,-73.99096832813171 40.745420890467486",6 AVENUE,WEST   26 STREET,WEST   27 STREET,257.48
"-73.99096832813171 40.745420890467486,-73.9905150348264 40.74604031696895",6 AVENUE,WEST   27 STREET,WEST   28 STREET,258.28
"-73.99096832813171 40.745420890467486,-73.9905150348264 40.74604031696895",6 AVENUE,WEST   27 STREET,WEST   28 STREET,258.28
"-73.9905150348264 40.74604031696895,-73.99006749235761 40.74665928287029",6 AVENUE,WEST   28 STREET,WEST   29 STREET,257.36
"-73.9905150348264 40.74604031696895,-73.99006749235761 40.74665928287029",6 AVENUE,WEST   28 STREET,WEST   29 STREET,257.36
"-73.99006749235761 40.74665928287029,-73.9896168313404 40.74727642317243",6 AVENUE,WEST   29 STREET,WEST   30 STREET,257.19
"-73.99006749235761 40.74665928287029,-73.9896168313404 40.74727642317243",6 AVENUE,WEST   29 STREET,WEST   30 STREET,257.19
"-73.9896168313404 40.74727642317243,-73.98916651688931 40.747895434743285",6 AVENUE,WEST   30 STREET,WEST   31 STREET,257.74
"-73.9896168313404 40.74727642317243,-73.98916651688931 40.747895434743285",6 AVENUE,WEST   30 STREET,WEST   31 STREET,257.74
"-73.98916651688931 40.747895434743285,-73.98871405108602 40.748513273630834",6 AVENUE,WEST   31 STREET,WEST   32 STREET,257.66
"-73.98916651688931 40.747895434743285,-73.98871405108602 40.748513273630834",6 AVENUE,WEST   31 STREET,WEST   32 STREET,257.66
"-73.98871405108602 40.748513273630834,-73.98823761463858 40.74913016901396",6 AVENUE,WEST   32 STREET,WEST   33 STREET,260.66
"-73.98776905997904 40.74978702856705,-73.98729377002992 40.750451609049726",6 AVENUE,WEST   34 STREET,WEST   35 STREET,275.62
"-73.98776905997904 40.74978702856705,-73.98729377002992 40.750451609049726",6 AVENUE,WEST   34 STREET,WEST   35 STREET,275.62
"-73.97907658814206 40.76687608551519,-73.97945641801643 40.76632478709201,-73.97954417344165 40.76619741472943",7 AVENUE,WEST   59 STREET,WEST   58 STREET,279.13
"-74.00064726161699 40.73722952799298,-74.00018308850903 40.73786493680236",7 AVENUE,WEST   12 STREET,WEST   13 STREET,264.84
"-74.00064726161699 40.73722952799298,-74.00018308850903 40.73786493680236",7 AVENUE,WEST   12 STREET,WEST   13 STREET,264.84
"-73.99564494028219 40.74409853410892,-73.99515394303617 40.744759843003266",7 AVENUE,WEST   23 STREET,WEST   24 STREET,276.70
"-73.99564494028219 40.74409853410892,-73.99515394303617 40.744759843003266",7 AVENUE,WEST   23 STREET,WEST   24 STREET,276.70
"-73.99470867320771 40.74538244627968,-73.99494394167365 40.74506029791626,-73.99515394303617 40.744759843003266",7 AVENUE,WEST   24 STREET,WEST   25 STREET,258.23
"-73.99470867320771 40.74538244627968,-73.99494394167365 40.74506029791626,-73.99515394303617 40.744759843003266",7 AVENUE,WEST   24 STREET,WEST   25 STREET,258.23
"-73.99470867320771 40.74538244627968,-73.99426258645353 40.74600398153966",7 AVENUE,WEST   25 STREET,WEST   26 STREET,257.98
"-73.99470867320771 40.74538244627968,-73.99426258645353 40.74600398153966",7 AVENUE,WEST   25 STREET,WEST   26 STREET,257.98
"-73.99426258645353 40.74600398153966,-73.99381275053499 40.746617536329275",7 AVENUE,WEST   26 STREET,WEST   27 STREET,255.94
"-73.99426258645353 40.74600398153966,-73.99381275053499 40.746617536329275",7 AVENUE,WEST   26 STREET,WEST   27 STREET,255.94
"-73.99381275053499 40.746617536329275,-73.99335902221608 40.74723522240855",7 AVENUE,WEST   27 STREET,WEST   28 STREET,257.78
"-73.99381275053499 40.746617536329275,-73.99335902221608 40.74723522240855",7 AVENUE,WEST   27 STREET,WEST   28 STREET,257.78
"-73.99335902221608 40.74723522240855,-73.99290928741131 40.74785495104161",7 AVENUE,WEST   28 STREET,WEST   29 STREET,257.89
"-73.99335902221608 40.74723522240855,-73.99290928741131 40.74785495104161",7 AVENUE,WEST   28 STREET,WEST   29 STREET,257.89
"-73.99290928741131 40.74785495104161,-73.9924623984259 40.748469734271666",7 AVENUE,WEST   29 STREET,WEST   30 STREET,255.93
"-73.99290928741131 40.74785495104161,-73.9924623984259 40.748469734271666",7 AVENUE,WEST   29 STREET,WEST   30 STREET,255.93
"-73.9924623984259 40.748469734271666,-73.99200552913474 40.74910144453655",7 AVENUE,WEST   30 STREET,WEST   31 STREET,262.67
"-73.9924623984259 40.748469734271666,-73.99200552913474 40.74910144453655",7 AVENUE,WEST   30 STREET,WEST   31 STREET,262.67
"-73.99200552913474 40.74910144453655,-73.9915630059213 40.74970592178229",7 AVENUE,WEST   31 STREET,WEST   32 STREET,252.06
"-73.99200552913474 40.74910144453655,-73.9915630059213 40.74970592178229",7 AVENUE,WEST   31 STREET,WEST   32 STREET,252.06
"-73.98504970040777 40.75857362544373,-73.98461925246458 40.759199410623516",7 AVENUE,WEST   46 STREET,WEST   47 STREET,257.30
"-73.98417368705124 40.75984159205442,-73.98373015417644 40.760457088237075",7 AVENUE,WEST   48 STREET,WEST   49 STREET,255.70
"-73.98417368705124 40.75984159205442,-73.98373015417644 40.760457088237075",7 AVENUE,WEST   48 STREET,WEST   49 STREET,255.70
"-73.98373015417644 40.760457088237075,-73.98326290994166 40.76109361500129",7 AVENUE,WEST   49 STREET,WEST   50 STREET,265.59
