Through,From,To,Distance
8 AVENUE,WEST  118 STREET,WEST  119 STREET,261.79
8 AVENUE,WEST  119 STREET,WEST  120 STREET,261.47
8 AVENUE,WEST  119 STREET,WEST  120 STREET,261.47
8 AVENUE,WEST  120 STREET,WEST  121 STREET,262.20
8 AVENUE,WEST  120 STREET,WEST  121 STREET,262.20
8 AVENUE,WEST  122 STREET,WEST  123 STREET,260.63
8 AVENUE,WEST  122 STREET,WEST  123 STREET,260.63
8 AVENUE,WEST  123 STREET,WEST  124 STREET,262.00
8 AVENUE,WEST  123 STREET,WEST  124 STREET,262.00
8 AVENUE,WEST  124 STREET,WEST  125 STREET,284.46
8 AVENUE,WEST  124 STREET,WEST  125 STREET,284.46
8 AVENUE,WEST  125 STREET,WEST  126 STREET,278.71
8 AVENUE,WEST  125 STREET,WEST  126 STREET,278.71
8 AVENUE,WEST  126 STREET,WEST  127 STREET,264.50
8 AVENUE,WEST  126 STREET,WEST  127 STREET,264.50
8 AVENUE,WEST  127 STREET,WEST  128 STREET,260.94
8 AVENUE,WEST  127 STREET,WEST  128 STREET,260.94
8 AVENUE,WEST  128 STREET,WEST  129 STREET,259.79
8 AVENUE,WEST  128 STREET,WEST  129 STREET,259.79
8 AVENUE,WEST  129 STREET,WEST  130 STREET,267.85
8 AVENUE,WEST  129 STREET,WEST  130 STREET,267.85
8 AVENUE,WEST  130 STREET,WEST  131 STREET,236.50
8 AVENUE,WEST  130 STREET,WEST  131 STREET,236.50
8 AVENUE,WEST  131 STREET,WEST  132 STREET,267.92
8 AVENUE,WEST  131 STREET,WEST  132 STREET,267.92
8 AVENUE,WEST  132 STREET,WEST  133 STREET,261.44
8 AVENUE,WEST  132 STREET,WEST  133 STREET,261.44
8 AVENUE,WEST  133 STREET,WEST  134 STREET,259.37
8 AVENUE,WEST  133 STREET,WEST  134 STREET,259.37
8 AVENUE,WEST  134 STREET,WEST  135 STREET,279.76
8 AVENUE,WEST  134 STREET,WEST  135 STREET,279.76
8 AVENUE,WEST  135 STREET,WEST  136 STREET,280.47
8 AVENUE,WEST  135 STREET,WEST  136 STREET,280.47
8 AVENUE,WEST  136 STREET,WEST  137 STREET,260.05
8 AVENUE,WEST  136 STREET,WEST  137 STREET,260.05
8 AVENUE,WEST  137 STREET,WEST  138 STREET,260.30
8 AVENUE,WEST  137 STREET,WEST  138 STREET,260.30
8 AVENUE,WEST  138 STREET,WEST  139 STREET,259.64
8 AVENUE,WEST  138 STREET,WEST  139 STREET,259.64
8 AVENUE,WEST  139 STREET,WEST  140 STREET,260.40
8 AVENUE,WEST  139 STREET,WEST  140 STREET,260.40
8 AVENUE,WEST  140 STREET,WEST  141 STREET,259.28
8 AVENUE,WEST  140 STREET,WEST  141 STREET,259.28
8 AVENUE,WEST  141 STREET,WEST  142 STREET,259.46
8 AVENUE,WEST  141 STREET,WEST  142 STREET,259.46
8 AVENUE,WEST  142 STREET,WEST  143 STREET,260.30
8 AVENUE,WEST  142 STREET,WEST  143 STREET,260.30
8 AVENUE,WEST  143 STREET,WEST  144 STREET,259.33
8 AVENUE,WEST  143 STREET,WEST  144 STREET,259.33
8 AVENUE,WEST  144 STREET,WEST  145 STREET,280.70
8 AVENUE,WEST  145 STREET,WEST  146 STREET,279.37
8 AVENUE,WEST  146 STREET,WEST  147 STREET,260.10
8 AVENUE,WEST  146 STREET,WEST  147 STREET,260.10
8 AVENUE,WEST  147 STREET,WEST  148 STREET,260.20
8 AVENUE,WEST  147 STREET,WEST  148 STREET,260.20
8 AVENUE,WEST  148 STREET,WEST  149 STREET,260.14
8 AVENUE,WEST  148 STREET,WEST  149 STREET,260.14
9 AVENUE,GANSEVOORT STREET,LITTLE WEST   12 STREET,88.86
9 AVENUE,HUDSON STREET,WEST   13 STREET,286.70
9 AVENUE,HUDSON STREET,WEST   15 STREET,340.42
9 AVENUE,LITTLE WEST   12 STREET,WEST   13 STREET,263.85
9 AVENUE,WEST   21 STREET,WEST   22 STREET,258.32
9 AVENUE,WEST   21 STREET,WEST   22 STREET,258.32
9 AVENUE,WEST   22 STREET,WEST   23 STREET,277.27
9 AVENUE,WEST   22 STREET,WEST   23 STREET,277.27
9 AVENUE,WEST   23 STREET,WEST   24 STREET,272.85
9 AVENUE,WEST   23 STREET,WEST   24 STREET,272.85
9 AVENUE,WEST   24 STREET,WEST   25 STREET,258.34
9 AVENUE,WEST   24 STREET,WEST   25 STREET,258.34
9 AVENUE,WEST   25 STREET,WEST   26 STREET,263.20
9 AVENUE,WEST   25 STREET,WEST   26 STREET,263.20
9 AVENUE,WEST   26 STREET,WEST   28 STREET,515.99
9 AVENUE,WEST   28 STREET,WEST   29 STREET,251.18
9 AVENUE,WEST   28 STREET,WEST   29 STREET,251.18
9 AVENUE,WEST  215 STREET,WEST  216 STREET,280.43
9 AVENUE,WEST  215 STREET,WEST  216 STREET,280.43
9 AVENUE,WEST  216 STREET,WEST  218 STREET,393.23
9 AVENUE,WEST  216 STREET,WEST  218 STREET,393.23
9 AVENUE,WEST  218 STREET,WEST  219 STREET,269.87
9 AVENUE,WEST  218 STREET,WEST  219 STREET,269.87
9 AVENUE,WEST  219 STREET,WEST  220 STREET,258.62
9 AVENUE,WEST  219 STREET,WEST  220 STREET,258.62
10 AVENUE,WEST   15 STREET,WEST   16 STREET,265.86
10 AVENUE,WEST   15 STREET,WEST   16 STREET,265.86
10 AVENUE,WEST   23 STREET,WEST   24 STREET,277.17
10 AVENUE,WEST   24 STREET,WEST   25 STREET,257.60
10 AVENUE,WEST   24 STREET,WEST   25 STREET,257.60
10 AVENUE,WEST   25 STREET,WEST   26 STREET,257.44
10 AVENUE,WEST   26 STREET,WEST   27 STREET,257.20
10 AVENUE,WEST   27 STREET,WEST   28 STREET,257.78
10 AVENUE,WEST   27 STREET,WEST   28 STREET,257.78
10 AVENUE,WEST   28 STREET,WEST   29 STREET,257.71
10 AVENUE,WEST   28 STREET,WEST   29 STREET,257.71
10 AVENUE,WEST   28 STREET,WEST   29 STREET,257.71
10 AVENUE,WEST   29 STREET,WEST   30 STREET,255.67
10 AVENUE,WEST   47 STREET,WEST   48 STREET,260.06
10 AVENUE,WEST   47 STREET,WEST   48 STREET,260.06
10 AVENUE,WEST   47 STREET,WEST   48 STREET,260.06
10 AVENUE,WEST   48 STREET,WEST   49 STREET,260.90
10 AVENUE,WEST   49 STREET,WEST   50 STREET,261.02
11 AVENUE,WEST   59 STREET,WEST   58 STREET,260.75
11 AVENUE,WEST   23 STREET,WEST   24 STREET,277.75
11 AVENUE,WEST   23 STREET,WEST   24 STREET,277.75
11 AVENUE,WEST   24 STREET,WEST   25 STREET,260.46
11 AVENUE,WEST   24 STREET,WEST   25 STREET,260.46
11 AVENUE,WEST   25 STREET,WEST   26 STREET,253.53
11 AVENUE,WEST   25 STREET,WEST   26 STREET,253.53
11 AVENUE,WEST   26 STREET,WEST   27 STREET,257.84
11 AVENUE,WEST   26 STREET,WEST   27 STREET,257.84
11 AVENUE,WEST   27 STREET,WEST   28 STREET,258.05
11 AVENUE,WEST   27 STREET,WEST   28 STREET,258.05
11 AVENUE,WEST   28 STREET,WEST   29 STREET,257.14
11 AVENUE,WEST   28 STREET,WEST   29 STREET,257.14
11 AVENUE,WEST   29 STREET,WEST   30 STREET,257.88
11 AVENUE,WEST   29 STREET,WEST   30 STREET,257.88
11 AVENUE,WEST   36 STREET,WEST   37 STREET,262.79
11 AVENUE,WEST   36 STREET,WEST   37 STREET,262.79
11 AVENUE,WEST   37 STREET,WEST   38 STREET,255.43
11 AVENUE,WEST   37 STREET,WEST   38 STREET,255.43
11 AVENUE,WEST   38 STREET,LINCOLN TUNNEL,40.38
11 AVENUE,WEST   38 STREET,LINCOLN TUNNEL,40.38
11 AVENUE,WEST   39 STREET,LINCOLN TUNNEL ENTRANCE,39.50
11 AVENUE,WEST   39 STREET,LINCOLN TUNNEL ENTRANCE,39.50
11 AVENUE,WEST   40 STREET,WEST   41 STREET,260.38
11 AVENUE,WEST   40 STREET,WEST   41 STREET,260.38
11 AVENUE,WEST   40 STREET,LINCOLN TUNNEL ENTRANCE,212.65
11 AVENUE,WEST   41 STREET,WEST   42 STREET,277.56
11 AVENUE,WEST   41 STREET,WEST   42 STREET,277.56
11 AVENUE,WEST   42 STREET,WEST   43 STREET,281.84
11 AVENUE,WEST   42 STREET,WEST   43 STREET,281.84
11 AVENUE,WEST   43 STREET,WEST   44 STREET,257.68
11 AVENUE,WEST   43 STREET,WEST   44 STREET,257.68
11 AVENUE,WEST   49 STREET,WEST   50 STREET,261.55
11 AVENUE,WEST   49 STREET,WEST   50 STREET,261.55
11 AVENUE,WEST   50 STREET,WEST   51 STREET,260.19
11 AVENUE,WEST   50 STREET,WEST   51 STREET,260.19
11 AVENUE,WEST   51 STREET,WEST   52 STREET,261.08
11 AVENUE,WEST   51 STREET,WEST   52 STREET,261.08
11 AVENUE,WEST   52 STREET,WEST   53 STREET,260.33
11 AVENUE,WEST   52 STREET,WEST   53 STREET,260.33
11 AVENUE,WEST   53 STREET,WEST   54 STREET,260.62
11 AVENUE,WEST   53 STREET,WEST   54 STREET,260.62
11 AVENUE,WEST   54 STREET,WEST   55 STREET,259.64
11 AVENUE,WEST   54 STREET,WEST   55 STREET,259.64
11 AVENUE,WEST   55 STREET,WEST   56 STREET,263.54
11 AVENUE,WEST   55 STREET,WEST   56 STREET,263.54
11 AVENUE,WEST   56 STREET,WEST   57 STREET,280.86
11 AVENUE,WEST   56 STREET,WEST   57 STREET,280.86
11 AVENUE,WEST   57 STREET,WEST   58 STREET,280.35
12 AVENUE,WEST  125 STREET,WEST  130 STREET,68.46
12 AVENUE,WEST  125 STREET,WEST  131 STREET,68.46
12 AVENUE,WEST  130 STREET,WEST  131 STREET,135.56
12 AVENUE,WEST  131 STREET,WEST  132 STREET,257.57
12 AVENUE,WEST  133 STREET,WEST  134 STREET,259.16
ACADEMY STREET,BROADWAY,COOPER STREET,322.68
ACADEMY STREET,BROADWAY,COOPER STREET,322.68
ACADEMY STREET,BROADWAY,VERMILYEA AVENUE,393.18
ACADEMY STREET,BROADWAY,VERMILYEA AVENUE,393.18
ACADEMY STREET,COOPER STREET,SEAMAN AVENUE,257.35
ACADEMY STREET,NAGLE AVENUE,POST AVENUE,404.08
ACADEMY STREET,POST AVENUE,SHERMAN AVENUE,402.19
ACADEMY STREET,SHERMAN AVENUE,VERMILYEA AVENUE,389.78
AMSTERDAM AVENUE,10 AVENUE,WEST   60 STREET,266.55
AMSTERDAM AVENUE,ST NICHOLAS AVENUE,WEST  161 STREET,182.92
AMSTERDAM AVENUE,ST NICHOLAS AVENUE,WEST  163 STREET,337.89
AMSTERDAM AVENUE,WEST   60 STREET,WEST   61 STREET,256.12
AMSTERDAM AVENUE,WEST   61 STREET,WEST   62 STREET,262.54
AMSTERDAM AVENUE,WEST   73 STREET,WEST   74 STREET,263.70
AMSTERDAM AVENUE,WEST   73 STREET,WEST   74 STREET,263.70
AMSTERDAM AVENUE,WEST   74 STREET,WEST   75 STREET,264.62
AMSTERDAM AVENUE,WEST   74 STREET,WEST   75 STREET,264.62
AMSTERDAM AVENUE,WEST   75 STREET,WEST   76 STREET,264.42
AMSTERDAM AVENUE,WEST   75 STREET,WEST   76 STREET,264.42
AMSTERDAM AVENUE,WEST   76 STREET,WEST   77 STREET,267.26
AMSTERDAM AVENUE,WEST   77 STREET,WEST   78 STREET,261.51
AMSTERDAM AVENUE,WEST   77 STREET,WEST   78 STREET,261.51
AMSTERDAM AVENUE,WEST   78 STREET,WEST   79 STREET,283.99
AMSTERDAM AVENUE,WEST   78 STREET,WEST   79 STREET,283.99
AMSTERDAM AVENUE,WEST   79 STREET,WEST   80 STREET,285.04
AMSTERDAM AVENUE,WEST  145 STREET,WEST  146 STREET,279.53
AMSTERDAM AVENUE,WEST  145 STREET,WEST  146 STREET,279.53
AMSTERDAM AVENUE,WEST  146 STREET,WEST  147 STREET,260.37
AMSTERDAM AVENUE,WEST  146 STREET,WEST  147 STREET,260.37
AMSTERDAM AVENUE,WEST  147 STREET,WEST  148 STREET,260.44
AMSTERDAM AVENUE,WEST  147 STREET,WEST  148 STREET,260.44
AMSTERDAM AVENUE,WEST  148 STREET,WEST  149 STREET,259.49
AMSTERDAM AVENUE,WEST  148 STREET,WEST  149 STREET,259.49
AMSTERDAM AVENUE,WEST  149 STREET,WEST  150 STREET,259.15
AMSTERDAM AVENUE,WEST  149 STREET,WEST  150 STREET,259.15
AMSTERDAM AVENUE,WEST  150 STREET,WEST  151 STREET,260.32
AMSTERDAM AVENUE,WEST  150 STREET,WEST  151 STREET,260.32
AMSTERDAM AVENUE,WEST  151 STREET,WEST  152 STREET,261.17
AMSTERDAM AVENUE,WEST  151 STREET,WEST  152 STREET,261.17
AMSTERDAM AVENUE,WEST  156 STREET,WEST  157 STREET,261.74
AMSTERDAM AVENUE,WEST  156 STREET,WEST  157 STREET,261.74
AMSTERDAM AVENUE,WEST  157 STREET,WEST  158 STREET,259.31
AMSTERDAM AVENUE,WEST  157 STREET,WEST  158 STREET,259.31
AMSTERDAM AVENUE,WEST  158 STREET,WEST  159 STREET,261.16
AMSTERDAM AVENUE,WEST  159 STREET,WEST  160 STREET,257.70
AMSTERDAM AVENUE,WEST  160 STREET,WEST  161 STREET,259.87
AMSTERDAM AVENUE,WEST  163 STREET,WEST  163 STREET,42.44
AMSTERDAM AVENUE,WEST  163 STREET,WEST  164 STREET,302.68
AMSTERDAM AVENUE,WEST  164 STREET,WEST  165 STREET,283.05
AMSTERDAM AVENUE,WEST  164 STREET,WEST  165 STREET,283.05
AMSTERDAM AVENUE,WEST  176 STREET,WEST  177 STREET,263.14
AMSTERDAM AVENUE,WEST  176 STREET,WEST  177 STREET,263.14
AMSTERDAM AVENUE,WEST  177 STREET,WEST  178 STREET,254.97
AMSTERDAM AVENUE,WEST  177 STREET,WEST  178 STREET,254.97
AMSTERDAM AVENUE,WEST  179 STREET,WEST  180 STREET,260.59
AMSTERDAM AVENUE,WEST  179 STREET,WEST  180 STREET,260.59
AMSTERDAM AVENUE,WEST  180 STREET,TRSMAN EXPWY EN RAMP,130.67
AMSTERDAM AVENUE,WEST  181 STREET,WEST  182 STREET,240.37
AMSTERDAM AVENUE,WEST  181 STREET,TRSMAN EXPWY EN RAMP,157.74
AMSTERDAM AVENUE,WEST  182 STREET,WEST  183 STREET,257.06
AMSTERDAM AVENUE,WEST  182 STREET,WEST  183 STREET,257.06
AMSTERDAM AVENUE,WEST  183 STREET,WEST  184 STREET,242.71
AMSTERDAM AVENUE,WEST  183 STREET,WEST  184 STREET,242.71
AMSTERDAM AVENUE,WEST  184 STREET,WEST  185 STREET,251.96
AMSTERDAM AVENUE,WEST  185 STREET,WEST  186 STREET,283.82
ARDEN STREET,BROADWAY,DONGAN PLACE,426.65
ARDEN STREET,BROADWAY,DONGAN PLACE,426.65
ARDEN STREET,DONGAN PLACE,SHERMAN AVENUE,278.71
ARDEN STREET,DONGAN PLACE,SHERMAN AVENUE,278.71
ARDEN STREET,NAGLE AVENUE,SHERMAN AVENUE,798.20
ARDEN STREET,NAGLE AVENUE,SHERMAN AVENUE,798.20
AUDUBON AVENUE,MC KENNA SQUARE,WEST  166 STREET,227.07
AUDUBON AVENUE,MC KENNA SQUARE,WEST  166 STREET,227.07
AUDUBON AVENUE,WEST  166 STREET,WEST  167 STREET,250.59
AUDUBON AVENUE,WEST  166 STREET,WEST  167 STREET,250.59
AUDUBON AVENUE,WEST  167 STREET,WEST  168 STREET,246.32
AUDUBON AVENUE,WEST  167 STREET,WEST  168 STREET,246.32
AUDUBON AVENUE,WEST  168 STREET,WEST  169 STREET,249.92
AUDUBON AVENUE,WEST  168 STREET,WEST  169 STREET,249.92
AUDUBON AVENUE,WEST  169 STREET,WEST  170 STREET,246.86
AUDUBON AVENUE,WEST  169 STREET,WEST  170 STREET,246.86
AUDUBON AVENUE,WEST  177 STREET,WEST  178 STREET,259.97
AUDUBON AVENUE,WEST  179 STREET,WEST  180 STREET,260.61
AUDUBON AVENUE,WEST  180 STREET,WEST  181 STREET,290.85
AUDUBON AVENUE,WEST  181 STREET,WEST  182 STREET,239.15
AUDUBON AVENUE,WEST  182 STREET,WEST  183 STREET,254.92
AUDUBON AVENUE,WEST  183 STREET,WEST  184 STREET,245.13
AVENUE B,EAST    2 STREET,EAST    3 STREET,272.46
AVENUE B,EAST    2 STREET,EAST    3 STREET,272.46
AVENUE B,EAST    3 STREET,EAST    4 STREET,252.39
AVENUE B,EAST    3 STREET,EAST    4 STREET,252.39
AVENUE B,EAST    4 STREET,EAST    5 STREET,251.89
AVENUE B,EAST    4 STREET,EAST    5 STREET,251.89
AVENUE B,EAST    5 STREET,EAST    6 STREET,254.74
AVENUE B,EAST    5 STREET,EAST    6 STREET,254.74
AVENUE B,EAST    6 STREET,EAST    7 STREET,241.76
AVENUE B,EAST    6 STREET,EAST    7 STREET,241.76
AVENUE B,EAST    7 STREET,EAST    8 STREET,254.95
AVENUE B,EAST    7 STREET,EAST    8 STREET,254.95
AVENUE B,EAST    8 STREET,EAST    9 STREET,247.86
AVENUE B,EAST    8 STREET,EAST    9 STREET,247.86
AVENUE B,EAST    9 STREET,EAST   10 STREET,243.86
AVENUE B,EAST    9 STREET,EAST   10 STREET,243.86
AVENUE B,EAST   10 STREET,EAST   11 STREET,250.57
AVENUE B,EAST   10 STREET,EAST   11 STREET,250.57
AVENUE B,EAST   11 STREET,EAST   12 STREET,266.55
AVENUE B,EAST   11 STREET,EAST   12 STREET,266.55
AVENUE B,EAST   12 STREET,EAST   13 STREET,266.23
AVENUE B,EAST   12 STREET,EAST   13 STREET,266.23
AVENUE B,EAST   13 STREET,EAST   14 STREET,287.40
AVENUE C,AVENUE C EXTENSION,EAST   16 STREET,482.10
AVENUE C,EAST    2 STREET,EAST    3 STREET,272.50
AVENUE C,EAST    2 STREET,EAST    3 STREET,272.50
AVENUE C,EAST    2 STREET,EAST HOUSTON STREET,130.45
AVENUE C,EAST    3 STREET,EAST    4 STREET,252.00
AVENUE C,EAST    3 STREET,EAST    4 STREET,252.00
AVENUE C,EAST    4 STREET,EAST    5 STREET,252.85
AVENUE C,EAST    4 STREET,EAST    5 STREET,252.85
AVENUE C,EAST    5 STREET,EAST    6 STREET,255.89
AVENUE C,EAST    6 STREET,EAST    7 STREET,240.35
AVENUE C,EAST    7 STREET,EAST    8 STREET,254.44
AVENUE C,EAST    7 STREET,EAST    8 STREET,254.44
AVENUE C,EAST    8 STREET,EAST    9 STREET,248.45
AVENUE C,EAST    8 STREET,EAST    9 STREET,248.45
AVENUE C,EAST    9 STREET,EAST   10 STREET,246.88
AVENUE C,EAST    9 STREET,EAST   10 STREET,246.88
AVENUE C,EAST   10 STREET,EAST   11 STREET,247.21
AVENUE C,EAST   10 STREET,EAST   11 STREET,247.21
AVENUE C,EAST   11 STREET,EAST   12 STREET,259.80
AVENUE C,EAST   11 STREET,EAST   12 STREET,259.80
AVENUE C,EAST   12 STREET,EAST   13 STREET,271.73
AVENUE C,EAST   13 STREET,EAST   14 STREET,296.28
AVENUE C,EAST   13 STREET,EAST   14 STREET,296.28
AVENUE C,EAST   14 STREET,EAST   15 STREET,285.15
AVENUE C,EAST   15 STREET,EAST   16 STREET,267.21
AVENUE D,EAST    4 STREET,EAST    5 STREET,253.42
AVENUE D,EAST    4 STREET,EAST    5 STREET,253.42
AVENUE D,EAST    5 STREET,EAST    6 STREET,255.80
AVENUE D,EAST    5 STREET,EAST    6 STREET,255.80
AVENUE D,EAST    6 STREET,EAST    7 STREET,240.80
AVENUE D,EAST    6 STREET,EAST    7 STREET,240.80
AVENUE D,EAST    7 STREET,EAST    8 STREET,255.24
AVENUE D,EAST    7 STREET,EAST    8 STREET,255.24
AVENUE D,EAST    8 STREET,EAST    9 STREET,247.75
AVENUE D,EAST    8 STREET,EAST    9 STREET,247.75
AVENUE D,EAST    9 STREET,EAST   10 STREET,246.89
AVENUE D,EAST    9 STREET,EAST   10 STREET,246.89
AVENUE D,EAST   10 STREET,EAST   12 STREET,512.64
AVENUE D,EAST   12 STREET,EAST   13 STREET,267.81
AVENUE D,EAST   12 STREET,EAST   13 STREET,267.81
AVENUE D,EAST   13 STREET,EAST   14 STREET,283.09
AVENUE D,EAST   13 STREET,EAST   14 STREET,283.09
BANK STREET,BLEECKER STREET,WEST    4 STREET,450.99
BANK STREET,GREENWICH AVENUE,WAVERLY PLACE,190.28
BANK STREET,GREENWICH STREET,HUDSON STREET,222.51
BANK STREET,GREENWICH STREET,WASHINGTON STREET,475.91
BANK STREET,WAVERLY PLACE,WEST    4 STREET,445.12
BARCLAY STREET,BROADWAY,CHURCH STREET,509.71
BARCLAY STREET,BROADWAY,CHURCH STREET,509.71
BARCLAY STREET,CHURCH STREET,WEST BROADWAY,429.86
BARCLAY STREET,CHURCH STREET,WEST BROADWAY,429.86
BARCLAY STREET,GREENWICH STREET,WASHINGTON STREET,231.78
BARCLAY STREET,GREENWICH STREET,WASHINGTON STREET,231.78
BARCLAY STREET,GREENWICH STREET,WEST BROADWAY,231.70
BARCLAY STREET,GREENWICH STREET,WEST BROADWAY,231.70
BARCLAY STREET,WASHINGTON STREET,WEST STREET,338.29
BATTERY PLACE,1 PLACE,2 PLACE,262.78
BATTERY PLACE,1 PLACE,2 PLACE,262.78
BATTERY PLACE,1 PLACE,WEST STREET,44.44
BATTERY PLACE,BOWLING GREEN,GREENWICH STREET,71.21
BATTERY PLACE,BOWLING GREEN,BKLYN BATTERY TUNNEL,180.53
BATTERY PLACE,WASHINGTON STREET,WEST STREET,16.23
BATTERY PLACE,WEST STREET,BKLYN BATTERY TUNNEL,16.23
BAXTER STREET,CANAL STREET,HESTER STREET,360.84
BAXTER STREET,CANAL STREET,HESTER STREET,360.84
BAXTER STREET,CENTRE MARKET PLACE,HESTER STREET,470.91
BETHUNE STREET,GREENWICH STREET,HUDSON STREET,177.84
BETHUNE STREET,GREENWICH STREET,HUDSON STREET,177.84
BETHUNE STREET,WASHINGTON STREET,WEST STREET,440.78
BOGARDUS PLACE,ELLWOOD STREET,HILLSIDE AVENUE,660.17
BOGARDUS PLACE,ELLWOOD STREET,HILLSIDE AVENUE,660.17
BOWERY,BLEECKER STREET,BOND STREET,156.07
BOWERY,BLEECKER STREET,BOND STREET,156.07
BOWERY,BLEECKER STREET,EAST    1 STREET,122.97
BOWERY,BLEECKER STREET,EAST    1 STREET,122.97
BOWERY,BLEECKER STREET,EAST    1 STREET,122.97
BOWERY,BOND STREET,EAST    3 STREET,282.11
BOWERY,BOND STREET,EAST    3 STREET,282.11
BOWERY,BROOME STREET,BROOME STREET,381.46
BOWERY,BROOME STREET,BROOME STREET,381.46
BOWERY,BROOME STREET,DELANCEY STREET,329.94
BOWERY,BROOME STREET,DELANCEY STREET,329.94
BOWERY,BROOME STREET,DELANCEY STREET,329.94
BOWERY,BROOME STREET,GRAND STREET,381.46
BOWERY,BROOME STREET,GRAND STREET,381.46
BOWERY,BROOME STREET,GRAND STREET,381.46
BOWERY,CANAL STREET,HESTER STREET,419.73
BOWERY,CANAL STREET,HESTER STREET,419.73
BOWERY,CANAL STREET,HESTER STREET,419.73
BOWERY,COOPER SQUARE,EAST    3 STREET,264.64
BOWERY,COOPER SQUARE,EAST    3 STREET,264.64
BOWERY,DELANCEY STREET,SPRING STREET,234.72
BOWERY,DELANCEY STREET,SPRING STREET,234.72
BOWERY,EAST    1 STREET,EAST HOUSTON STREET,290.62
BOWERY,EAST    1 STREET,EAST HOUSTON STREET,290.62
BOWERY,EAST    1 STREET,EAST HOUSTON STREET,290.62
BOWERY,EAST    1 STREET,EAST HOUSTON STREET,290.62
BOWERY,EAST HOUSTON STREET,STANTON STREET,498.35
BOWERY,EAST HOUSTON STREET,STANTON STREET,498.35
BOWERY,EAST HOUSTON STREET,STANTON STREET,498.35
BOWERY,EAST HOUSTON STREET,STANTON STREET,498.35
BOWERY,GRAND STREET,HESTER STREET,462.48
BOWERY,GRAND STREET,HESTER STREET,462.48
BOWERY,GRAND STREET,HESTER STREET,462.48
BOWERY,PRINCE STREET,RIVINGTON STREET,272.98
BOWERY,PRINCE STREET,RIVINGTON STREET,272.98
BOWERY,PRINCE STREET,RIVINGTON STREET,272.98
BOWERY,PRINCE STREET,STANTON STREET,175.95
BOWERY,PRINCE STREET,STANTON STREET,175.95
BOWERY,PRINCE STREET,STANTON STREET,175.95
BOWERY,RIVINGTON STREET,SPRING STREET,264.18
BOWERY,RIVINGTON STREET,SPRING STREET,264.18
BOWERY,RIVINGTON STREET,SPRING STREET,264.18
BRADHURST AVENUE,WEST  145 STREET,WEST  146 STREET,273.02
BRADHURST AVENUE,WEST  145 STREET,WEST  146 STREET,273.02
BRADHURST AVENUE,WEST  146 STREET,WEST  147 STREET,269.20
BRADHURST AVENUE,WEST  146 STREET,WEST  147 STREET,269.20
BRADHURST AVENUE,WEST  147 STREET,WEST  148 STREET,257.31
BRADHURST AVENUE,WEST  147 STREET,WEST  148 STREET,257.31
BRADHURST AVENUE,WEST  148 STREET,WEST  149 STREET,258.98
BRADHURST AVENUE,WEST  148 STREET,WEST  149 STREET,258.98
BRADHURST AVENUE,WEST  149 STREET,WEST  150 STREET,258.75
BRADHURST AVENUE,WEST  149 STREET,WEST  150 STREET,258.75
BRIDGE STREET,BROAD STREET,WHITEHALL STREET,421.36
BRIDGE STREET,BROAD STREET,WHITEHALL STREET,421.36
BRIDGE STREET,STATE STREET,WHITEHALL STREET,354.45
BRIDGE STREET,STATE STREET,WHITEHALL STREET,354.45
BROAD STREET,BEAVER STREET,EXCHANGE PLACE,497.91
BROAD STREET,BEAVER STREET,EXCHANGE PLACE,497.91
BROAD STREET,BEAVER STREET,MARKETFIELD STREET,83.68
BROAD STREET,BEAVER STREET,MARKETFIELD STREET,83.68
BROAD STREET,BRIDGE STREET,PEARL STREET,48.11
BROAD STREET,BRIDGE STREET,PEARL STREET,48.11
BROAD STREET,BRIDGE STREET,STONE STREET,160.66
BROAD STREET,BRIDGE STREET,STONE STREET,160.66
BROAD STREET,EXCHANGE PLACE,NASSAU STREET,336.77
BROAD STREET,MARKETFIELD STREET,SOUTH WILLIAM STREET,172.07
BROAD STREET,MARKETFIELD STREET,SOUTH WILLIAM STREET,172.07
BROAD STREET,PEARL STREET,WATER STREET,179.51
BROAD STREET,PEARL STREET,WATER STREET,179.51
BROAD STREET,SOUTH STREET,WATER STREET,439.19
BROAD STREET,SOUTH STREET,WATER STREET,439.19
BROAD STREET,SOUTH WILLIAM STREET,STONE STREET,83.63
BROAD STREET,SOUTH WILLIAM STREET,STONE STREET,83.63
BROADWAY,5 AVENUE,EAST   23 STREET,360.02
BROADWAY,5 AVENUE,EAST   23 STREET,360.02
BROADWAY,5 AVENUE,WEST   24 STREET,131.29
BROADWAY,6 AVENUE,WEST   33 STREET,432.02
BROADWAY,6 AVENUE,WEST   33 STREET,432.02
BROADWAY,6 AVENUE,WEST   34 STREET,408.70
BROADWAY,6 AVENUE,WEST   34 STREET,408.70
BROADWAY,7 AVENUE,WEST   46 STREET,525.52
BROADWAY,9 AVENUE,WEST  220 STREET,206.04
BROADWAY,9 AVENUE,WEST  220 STREET,206.04
BROADWAY,9 AVENUE,WEST  225 STREET BRIDGE,78.48
BROADWAY,10 AVENUE,WEST  218 STREET,82.22
BROADWAY,10 AVENUE,WEST  218 STREET,82.22
BROADWAY,10 AVENUE,WEST  219 STREET,207.04
BROADWAY,10 AVENUE,WEST  219 STREET,207.04
BROADWAY,ARDEN STREET,DONGAN PLACE,550.00
BROADWAY,ARDEN STREET,DONGAN PLACE,550.00
BROADWAY,ASTOR PLACE,EAST    8 STREET,221.91
BROADWAY,ASTOR PLACE,WAVERLY PLACE,216.04
