Through,From,To,Distance
PARK AVENUE,EAST   76 STREET,EAST   77 STREET,264.41
PARK AVENUE,EAST   77 STREET,EAST   78 STREET,263.93
PARK AVENUE,EAST   77 STREET,EAST   78 STREET,263.93
PARK AVENUE,EAST   78 STREET,EAST   79 STREET,285.26
PARK AVENUE,EAST   78 STREET,EAST   79 STREET,285.26
PARK AVENUE,EAST   79 STREET,EAST   80 STREET,283.53
PARK AVENUE,EAST   79 STREET,EAST   80 STREET,283.53
PARK AVENUE,EAST   80 STREET,EAST   81 STREET,265.26
PARK AVENUE,EAST   80 STREET,EAST   81 STREET,265.26
PARK AVENUE,EAST   81 STREET,EAST   82 STREET,263.91
PARK AVENUE,EAST   81 STREET,EAST   82 STREET,263.91
PARK AVENUE,EAST   83 STREET,EAST   84 STREET,264.38
PARK AVENUE,EAST   83 STREET,EAST   84 STREET,264.38
PARK AVENUE,EAST   84 STREET,EAST   85 STREET,263.66
PARK AVENUE,EAST   84 STREET,EAST   85 STREET,263.66
PARK AVENUE,EAST   85 STREET,EAST   86 STREET,285.42
PARK AVENUE,EAST   85 STREET,EAST   86 STREET,285.42
PARK AVENUE,EAST   86 STREET,EAST   87 STREET,281.85
PARK AVENUE,EAST   86 STREET,EAST   87 STREET,281.85
PARK AVENUE,EAST   87 STREET,EAST   88 STREET,260.88
PARK AVENUE,EAST   87 STREET,EAST   88 STREET,260.88
PARK AVENUE,EAST   88 STREET,EAST   89 STREET,261.92
PARK AVENUE,EAST   88 STREET,EAST   89 STREET,261.92
PARK AVENUE,EAST   89 STREET,EAST   90 STREET,260.91
PARK AVENUE,EAST   89 STREET,EAST   90 STREET,260.91
PARK AVENUE,EAST   90 STREET,EAST   91 STREET,261.26
PARK AVENUE,EAST   90 STREET,EAST   91 STREET,261.26
PARK AVENUE,EAST   91 STREET,EAST   92 STREET,262.15
PARK AVENUE,EAST   91 STREET,EAST   92 STREET,262.15
PARK AVENUE,EAST   92 STREET,EAST   93 STREET,260.36
PARK AVENUE,EAST   92 STREET,EAST   93 STREET,260.36
PARK AVENUE,EAST   96 STREET,EAST   97 STREET,280.81
PARK AVENUE,EAST   96 STREET,EAST   97 STREET,280.81
PARK AVENUE,EAST   97 STREET,EAST   98 STREET,263.07
PARK AVENUE,EAST   97 STREET,EAST   98 STREET,263.07
PARK AVENUE,EAST   98 STREET,EAST   99 STREET,262.12
PARK AVENUE,EAST   98 STREET,EAST   99 STREET,262.12
PARK AVENUE,EAST   99 STREET,EAST  100 STREET,262.07
PARK AVENUE,EAST   99 STREET,EAST  100 STREET,262.07
PARK AVENUE,EAST  100 STREET,EAST  101 STREET,261.41
PARK AVENUE,EAST  100 STREET,EAST  101 STREET,261.41
PARK AVENUE,EAST  101 STREET,EAST  102 STREET,262.75
PARK AVENUE,EAST  101 STREET,EAST  102 STREET,262.75
PARK AVENUE,EAST  102 STREET,EAST  103 STREET,262.29
PARK AVENUE,EAST  102 STREET,EAST  103 STREET,262.29
PARK AVENUE,EAST  103 STREET,EAST  104 STREET,259.80
PARK AVENUE,EAST  103 STREET,EAST  104 STREET,259.80
PARK AVENUE,EAST  104 STREET,EAST  105 STREET,263.68
PARK AVENUE,EAST  104 STREET,EAST  105 STREET,263.68
PARK AVENUE,EAST  105 STREET,EAST  106 STREET,280.66
PARK AVENUE,EAST  105 STREET,EAST  106 STREET,280.66
PARK AVENUE,EAST  106 STREET,EAST  107 STREET,279.18
PARK AVENUE,EAST  106 STREET,EAST  107 STREET,279.18
PARK AVENUE,EAST  107 STREET,EAST  108 STREET,263.68
PARK AVENUE,EAST  107 STREET,EAST  108 STREET,263.68
PARK AVENUE,EAST  108 STREET,EAST  109 STREET,262.57
PARK AVENUE,EAST  109 STREET,EAST  110 STREET,251.88
PARK AVENUE,EAST  119 STREET,EAST  120 STREET,262.46
PARK AVENUE,EAST  119 STREET,EAST  120 STREET,262.46
PARK AVENUE,EAST  120 STREET,EAST  121 STREET,261.58
PARK AVENUE,EAST  120 STREET,EAST  121 STREET,261.58
PARK AVENUE,EAST  121 STREET,EAST  122 STREET,261.60
PARK AVENUE,EAST  121 STREET,EAST  122 STREET,261.60
PARK AVENUE,EAST  122 STREET,EAST  123 STREET,262.06
PARK AVENUE,EAST  122 STREET,EAST  123 STREET,262.06
PARK AVENUE,EAST  123 STREET,EAST  124 STREET,261.18
PARK AVENUE,EAST  123 STREET,EAST  124 STREET,261.18
PARK AVENUE,EAST  124 STREET,EAST  125 STREET,281.42
PARK AVENUE,EAST  125 STREET,EAST  126 STREET,280.40
PARK AVENUE,EAST  126 STREET,EAST  127 STREET,260.03
PARK AVENUE,EAST  126 STREET,EAST  127 STREET,260.03
PARK AVENUE,EAST  127 STREET,EAST  128 STREET,258.78
PARK AVENUE,EAST  127 STREET,EAST  128 STREET,258.78
PARK AVENUE,EAST  128 STREET,EAST  129 STREET,259.94
PARK AVENUE,EAST  128 STREET,EAST  129 STREET,259.94
PARK AVENUE,EAST  129 STREET,EAST  130 STREET,260.03
PARK AVENUE,EAST  129 STREET,EAST  130 STREET,260.03
PARK AVENUE,EAST  130 STREET,EAST  131 STREET,263.98
PARK AVENUE,EAST  130 STREET,EAST  131 STREET,263.98
PARK AVENUE,EAST  131 STREET,EAST  132 STREET,265.28
PARK AVENUE,EAST  132 STREET,HRLM RIV DRIVE ET SB,276.87
PARK AVENUE,EAST  135 STREET,HRLM RIV DRIVE ET SB,184.77
PARK AVENUE SOUTH,EAST   22 STREET,EAST   23 STREET,276.79
PARK AVENUE SOUTH,EAST   22 STREET,EAST   23 STREET,276.79
PARK AVENUE SOUTH,EAST   23 STREET,EAST   24 STREET,277.72
PARK AVENUE SOUTH,EAST   23 STREET,EAST   24 STREET,277.72
PARK AVENUE SOUTH,EAST   24 STREET,EAST   25 STREET,257.37
PARK AVENUE SOUTH,EAST   24 STREET,EAST   25 STREET,257.37
PARK AVENUE SOUTH,EAST   25 STREET,EAST   26 STREET,257.57
PARK AVENUE SOUTH,EAST   25 STREET,EAST   26 STREET,257.57
PARK AVENUE SOUTH,EAST   26 STREET,EAST   27 STREET,257.59
PARK AVENUE SOUTH,EAST   27 STREET,EAST   28 STREET,257.48
PARK AVENUE SOUTH,EAST   27 STREET,EAST   28 STREET,257.48
PARK AVENUE SOUTH,EAST   28 STREET,EAST   29 STREET,257.46
PARK AVENUE SOUTH,EAST   28 STREET,EAST   29 STREET,257.46
PARK AVENUE SOUTH,EAST   29 STREET,EAST   30 STREET,257.27
PARK AVENUE SOUTH,EAST   29 STREET,EAST   30 STREET,257.27
PARK AVENUE SOUTH,EAST   30 STREET,EAST   31 STREET,257.68
PARK AVENUE SOUTH,EAST   30 STREET,EAST   31 STREET,257.68
PARK AVENUE SOUTH,EAST   31 STREET,EAST   32 STREET,256.86
PARK ROW,FRANKFORT STREET,SPRUCE STREET,220.67
PARK ROW,FRANKFORT STREET,SPRUCE STREET,220.67
PARK ROW,BKLYN BRIDGE ET RAMP,BROOKLYN BRDG APPROACH,20.20
PARK TERRACE EAST,WEST  215 STREET,WEST  217 STREET,470.86
PARK TERRACE EAST,WEST  217 STREET,WEST  218 STREET,279.05
PARK TERRACE WEST,COOPER STREET,WEST  214 STREET,778.92
PARK TERRACE WEST,WEST  214 STREET,WEST  215 STREET,271.61
PARK TERRACE WEST,WEST  215 STREET,WEST  217 STREET,348.04
PARK TERRACE WEST,WEST  217 STREET,WEST  218 STREET,279.77
PEARL STREET,AVENUE OF THE FINEST,ST JAMES PLACE,341.92
PEARL STREET,AVENUE OF THE FINEST,ST JAMES PLACE,341.92
PEARL STREET,AVENUE OF THE FINEST,ST JAMES PLACE,341.92
PEARL STREET,AVENUE OF THE FINEST,ST JAMES PLACE,341.92
PEARL STREET,BEEKMAN STREET,FULTON STREET,297.44
PEARL STREET,BEEKMAN STREET,FULTON STREET,297.44
PEARL STREET,BEEKMAN STREET,PECK SLIP,373.18
PEARL STREET,BEEKMAN STREET,PECK SLIP,373.18
PEARL STREET,BRIDGE STREET,COENTIES ALLEY,57.37
PEARL STREET,BROAD STREET,MOORE STREET,283.68
PEARL STREET,BROAD STREET,MOORE STREET,283.68
PEARL STREET,COENTIES ALLEY,HANOVER SQUARE,390.90
PEARL STREET,COENTIES ALLEY,HANOVER SQUARE,390.90
PEARL STREET,DOVER STREET,PECK SLIP,338.85
PEARL STREET,DOVER STREET,BKLYN BRIDGE EN RAMP,17.96
PEARL STREET,MOORE STREET,WHITEHALL STREET,124.86
PEARL STREET,STATE STREET,WHITEHALL STREET,397.48
PEARL STREET,STATE STREET,WHITEHALL STREET,397.48
PEARL STREET,BKLYN BRIDGE EN RAMP,BROOKLYN BRDG APPROACH,79.79
PEARL STREET,BKLYN BRIDGE EN RAMP,BROOKLYN BRDG APPROACH,79.79
PERRY STREET,7 AVENUE SOUTH,GREENWICH AVENUE,235.01
PERRY STREET,7 AVENUE SOUTH,GREENWICH AVENUE,235.01
PERRY STREET,7 AVENUE SOUTH,WAVERLY PLACE,61.41
PERRY STREET,7 AVENUE SOUTH,WAVERLY PLACE,61.41
PERRY STREET,BLEECKER STREET,HUDSON STREET,321.30
PERRY STREET,BLEECKER STREET,HUDSON STREET,321.30
PERRY STREET,BLEECKER STREET,WEST    4 STREET,448.80
PERRY STREET,BLEECKER STREET,WEST    4 STREET,448.80
PERRY STREET,GREENWICH STREET,HUDSON STREET,257.15
PERRY STREET,GREENWICH STREET,HUDSON STREET,257.15
PERRY STREET,WAVERLY PLACE,WEST    4 STREET,443.27
PERRY STREET,WAVERLY PLACE,WEST    4 STREET,443.27
PITT STREET,BROOME STREET,DELANCEY ST SOUTH,315.86
PITT STREET,BROOME STREET,GRAND STREET,374.36
PITT STREET,BROOME STREET,GRAND STREET,374.36
PITT STREET,DELANCEY STREET,DELANCEY ST SOUTH,97.05
PITT STREET,DELANCEY STREET,DELANCEY ST SOUTH,97.05
PITT STREET,DELANCEY STREET,RIVINGTON STREET,538.29
PITT STREET,RIVINGTON STREET,STANTON STREET,451.79
POST AVENUE,ACADEMY STREET,DYCKMAN STREET,689.40
POST AVENUE,ACADEMY STREET,DYCKMAN STREET,689.40
POST AVENUE,ACADEMY STREET,WEST  204 STREET,580.21
POST AVENUE,WEST  204 STREET,WEST  207 STREET,580.78
POST AVENUE,WEST  204 STREET,WEST  207 STREET,580.78
RIVERSIDE DRIVE,BROADWAY,SEAMAN AVENUE,331.31
RIVERSIDE DRIVE,BROADWAY,SEAMAN AVENUE,331.31
RIVERSIDE DRIVE,EDWARD M MORGAN PLACE,WEST  160 STREET,955.74
RIVERSIDE DRIVE,HENSHAW STREET,PAYSON AVENUE,248.58
RIVERSIDE DRIVE,HENSHAW STREET,PAYSON AVENUE,248.58
RIVERSIDE DRIVE,HENSHAW STREET,STAFF STREET,192.65
RIVERSIDE DRIVE,PAYSON AVENUE,SEAMAN AVENUE,408.68
RIVERSIDE DRIVE,PAYSON AVENUE,SEAMAN AVENUE,408.68
RIVERSIDE DRIVE,WEST   92 STREET,WEST   93 STREET,268.99
RIVERSIDE DRIVE,WEST   93 STREET,WEST   94 STREET,283.04
RIVERSIDE DRIVE,WEST  145 STREET,WEST  146 STREET,296.66
RIVERSIDE DRIVE,WEST  145 STREET,WEST  146 STREET,296.66
RIVERSIDE DRIVE,WEST  146 STREET,WEST  147 STREET,258.00
RIVERSIDE DRIVE,WEST  146 STREET,WEST  147 STREET,258.00
RIVERSIDE DRIVE,WEST  147 STREET,WEST  148 STREET,262.69
RIVERSIDE DRIVE,WEST  147 STREET,WEST  148 STREET,262.69
RIVERSIDE DRIVE,WEST  148 STREET,WEST  149 STREET,260.64
RIVERSIDE DRIVE,WEST  148 STREET,WEST  149 STREET,260.64
RIVERSIDE DRIVE,WEST  149 STREET,WEST  150 STREET,266.70
RIVERSIDE DRIVE,WEST  149 STREET,WEST  150 STREET,266.70
RIVERSIDE DRIVE,WEST  150 STREET,WEST  151 STREET,269.07
RIVERSIDE DRIVE,WEST  150 STREET,WEST  151 STREET,269.07
RIVERSIDE DRIVE,WEST  151 STREET,WEST  152 STREET,273.21
RIVERSIDE DRIVE,WEST  151 STREET,WEST  152 STREET,273.21
RIVERSIDE DRIVE,WEST  152 STREET,WEST  153 STREET,388.74
RIVERSIDE DRIVE,WEST  152 STREET,WEST  153 STREET,388.74
RIVERSIDE DRIVE,WEST  156 STREET,WEST  157 STREET,328.32
RIVERSIDE DRIVE,WEST  156 STREET,WEST  157 STREET,328.32
RIVINGTON STREET,ATTORNEY STREET,CLINTON STREET,251.25
RIVINGTON STREET,ATTORNEY STREET,CLINTON STREET,251.25
RIVINGTON STREET,ATTORNEY STREET,RIDGE STREET,250.14
RIVINGTON STREET,ATTORNEY STREET,RIDGE STREET,250.14
RIVINGTON STREET,CLINTON STREET,SUFFOLK STREET,250.15
RIVINGTON STREET,CLINTON STREET,SUFFOLK STREET,250.15
RIVINGTON STREET,PITT STREET,RIDGE STREET,274.02
RIVINGTON STREET,PITT STREET,RIDGE STREET,274.02
RUTHERFORD PLACE,EAST   15 STREET,EAST   16 STREET,267.03
RUTHERFORD PLACE,EAST   15 STREET,EAST   16 STREET,267.03
RUTHERFORD PLACE,EAST   16 STREET,EAST   17 STREET,243.76
RUTHERFORD PLACE,EAST   16 STREET,EAST   17 STREET,243.76
SAMUEL DICKSTEIN PLAZA,EAST BROADWAY,GRAND STREET,282.89
SAMUEL DICKSTEIN PLAZA,EAST BROADWAY,GRAND STREET,282.89
SHERMAN AVENUE,ACADEMY STREET,DYCKMAN STREET,690.36
SHERMAN AVENUE,ACADEMY STREET,WEST  204 STREET,579.71
SHERMAN AVENUE,ACADEMY STREET,WEST  204 STREET,579.71
SHERMAN AVENUE,ARDEN STREET,SICKLES STREET,256.67
SHERMAN AVENUE,ARDEN STREET,SICKLES STREET,256.67
SHERMAN AVENUE,ARDEN STREET,THAYER STREET,259.64
SHERMAN AVENUE,BROADWAY,ELLWOOD STREET,176.37
SHERMAN AVENUE,DYCKMAN STREET,THAYER STREET,280.26
SHERMAN AVENUE,ELLWOOD STREET,SICKLES STREET,254.43
SHERMAN AVENUE,ISHAM STREET,WEST  207 STREET,430.67
SHERMAN AVENUE,ISHAM STREET,WEST  207 STREET,430.67
SHERMAN AVENUE,WEST  204 STREET,WEST  207 STREET,580.35
SHERMAN AVENUE,WEST  204 STREET,WEST  207 STREET,580.35
SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,567.59
SOUTH END AVENUE,ALBANY STREET,LIBERTY STREET,567.59
SOUTH STREET,CATHERINE SLIP,MARKET STREET,574.60
SOUTH STREET,CATHERINE SLIP,MARKET STREET,574.60
SOUTH STREET,CATHERINE SLIP,R F WAGNER SR PLACE,907.24
SOUTH STREET,CATHERINE SLIP,R F WAGNER SR PLACE,907.24
SOUTH STREET,DOVER STREET,BKLYN BRIDGE EN RAMP,41.13
SOUTH STREET,MARKET STREET,MANHATTAN BRIDGE,508.39
SOUTH STREET,MARKET STREET,MANHATTAN BRIDGE,508.39
SOUTH STREET,PIKE SLIP,PIKE SLIP,51.51
SOUTH STREET,PIKE SLIP,MANHATTAN BRIDGE,76.81
SOUTH STREET,PIKE SLIP,MANHATTAN BRIDGE,76.81
SOUTH STREET,R F WAGNER SR PLACE,BKLYN BRIDGE EN RAMP,59.03
SPRING STREET,6 AVENUE,UNNAMED STREET,145.46
SPRUCE STREET,GOLD STREET,WILLIAM STREET,356.58
SPRUCE STREET,GOLD STREET,WILLIAM STREET,356.58
SPRUCE STREET,NASSAU STREET,PARK ROW,108.44
SPRUCE STREET,NASSAU STREET,PARK ROW,108.44
SPRUCE STREET,NASSAU STREET,WILLIAM STREET,340.26
SPRUCE STREET,NASSAU STREET,WILLIAM STREET,340.26
ST JAMES PLACE,JAMES STREET,MADISON STREET,373.93
ST JAMES PLACE,JAMES STREET,MADISON STREET,373.93
ST JAMES PLACE,JAMES STREET,OLIVER STREET,298.08
ST JAMES PLACE,JAMES STREET,OLIVER STREET,298.08
ST JAMES PLACE,MADISON STREET,PEARL STREET,366.53
ST JAMES PLACE,MADISON STREET,PEARL STREET,366.53
ST NICHOLAS AVENUE,AMSTERDAM AVENUE,WEST  161 STREET,225.08
ST NICHOLAS AVENUE,FORT GEORGE AVENUE,WADSWORTH AVENUE,83.81
ST NICHOLAS AVENUE,FORT GEORGE AVENUE,WADSWORTH AVENUE,83.81
ST NICHOLAS AVENUE,MC KENNA SQUARE,WEST  164 STREET,289.13
ST NICHOLAS AVENUE,MC KENNA SQUARE,WEST  166 STREET,389.63
ST NICHOLAS AVENUE,SYLVAN TERRACE,WEST  160 STREET,165.12
ST NICHOLAS AVENUE,SYLVAN TERRACE,WEST  160 STREET,165.12
ST NICHOLAS AVENUE,SYLVAN TERRACE,WEST  161 STREET,97.99
ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  192 STREET,176.22
ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  192 STREET,176.22
ST NICHOLAS AVENUE,WEST  153 STREET,WEST  154 STREET,276.15
ST NICHOLAS AVENUE,WEST  153 STREET,WEST  154 STREET,276.15
ST NICHOLAS AVENUE,WEST  154 STREET,WEST  155 STREET,279.03
ST NICHOLAS AVENUE,WEST  154 STREET,WEST  155 STREET,279.03
ST NICHOLAS AVENUE,WEST  159 STREET,WEST  160 STREET,270.78
ST NICHOLAS AVENUE,WEST  159 STREET,WEST  160 STREET,270.78
ST NICHOLAS AVENUE,WEST  162 STREET,WEST  163 STREET,423.62
ST NICHOLAS AVENUE,WEST  162 STREET,WEST  163 STREET,423.62
ST NICHOLAS AVENUE,WEST  163 STREET,WEST  164 STREET,281.82
ST NICHOLAS AVENUE,WEST  163 STREET,WEST  164 STREET,281.82
ST NICHOLAS AVENUE,WEST  166 STREET,WEST  167 STREET,256.21
ST NICHOLAS AVENUE,WEST  166 STREET,WEST  167 STREET,256.21
ST NICHOLAS AVENUE,WEST  171 STREET,WEST  172 STREET,249.63
ST NICHOLAS AVENUE,WEST  171 STREET,WEST  172 STREET,249.63
ST NICHOLAS AVENUE,WEST  172 STREET,WEST  173 STREET,265.16
ST NICHOLAS AVENUE,WEST  172 STREET,WEST  173 STREET,265.16
ST NICHOLAS AVENUE,WEST  173 STREET,WEST  174 STREET,271.13
ST NICHOLAS AVENUE,WEST  173 STREET,WEST  174 STREET,271.13
ST NICHOLAS AVENUE,WEST  174 STREET,WEST  175 STREET,269.00
ST NICHOLAS AVENUE,WEST  174 STREET,WEST  175 STREET,269.00
ST NICHOLAS AVENUE,WEST  175 STREET,WEST  176 STREET,279.81
ST NICHOLAS AVENUE,WEST  175 STREET,WEST  176 STREET,279.81
ST NICHOLAS AVENUE,WEST  176 STREET,WEST  177 STREET,259.43
ST NICHOLAS AVENUE,WEST  176 STREET,WEST  177 STREET,259.43
ST NICHOLAS AVENUE,WEST  177 STREET,WEST  178 STREET,261.58
ST NICHOLAS AVENUE,WEST  177 STREET,WEST  178 STREET,261.58
ST NICHOLAS AVENUE,WEST  178 STREET,TRANSMANHATTAN EXPRESSWAY,140.43
ST NICHOLAS AVENUE,WEST  178 STREET,TRANSMANHATTAN EXPRESSWAY,140.43
ST NICHOLAS AVENUE,WEST  179 STREET,WEST  180 STREET,260.92
ST NICHOLAS AVENUE,WEST  179 STREET,WEST  180 STREET,260.92
ST NICHOLAS AVENUE,WEST  179 STREET,TRANSMANHATTAN EXPRESSWAY,127.82
ST NICHOLAS AVENUE,WEST  179 STREET,TRANSMANHATTAN EXPRESSWAY,127.82
ST NICHOLAS AVENUE,WEST  180 STREET,WEST  181 STREET,289.72
ST NICHOLAS AVENUE,WEST  180 STREET,WEST  181 STREET,289.72
ST NICHOLAS AVENUE,WEST  181 STREET,WEST  182 STREET,239.34
ST NICHOLAS AVENUE,WEST  181 STREET,WEST  182 STREET,239.34
ST NICHOLAS AVENUE,WEST  182 STREET,WEST  183 STREET,254.99
ST NICHOLAS AVENUE,WEST  182 STREET,WEST  183 STREET,254.99
ST NICHOLAS AVENUE,WEST  183 STREET,WEST  184 STREET,245.08
ST NICHOLAS AVENUE,WEST  183 STREET,WEST  184 STREET,245.08
ST NICHOLAS AVENUE,WEST  184 STREET,WEST  185 STREET,250.04
ST NICHOLAS AVENUE,WEST  184 STREET,WEST  185 STREET,250.04
ST NICHOLAS AVENUE,WEST  185 STREET,WEST  186 STREET,285.05
ST NICHOLAS AVENUE,WEST  185 STREET,WEST  186 STREET,285.05
ST NICHOLAS AVENUE,WEST  186 STREET,WEST  187 STREET,284.53
ST NICHOLAS AVENUE,WEST  187 STREET,WEST  188 STREET,259.63
ST NICHOLAS AVENUE,WEST  188 STREET,WEST  189 STREET,260.18
ST NICHOLAS AVENUE,WEST  189 STREET,WEST  190 STREET,249.48
ST NICHOLAS AVENUE,WEST  189 STREET,WEST  190 STREET,249.48
ST NICHOLAS AVENUE,WEST  190 STREET,WEST  191 STREET,270.62
ST NICHOLAS AVENUE,WEST  190 STREET,WEST  191 STREET,270.62
ST NICHOLAS AVENUE,WEST  191 STREET,WEST  192 STREET,259.67
ST NICHOLAS AVENUE,WEST  191 STREET,WEST  192 STREET,259.67
ST NICHOLAS PLACE,WEST  151 STREET,WEST  152 STREET,260.34
ST NICHOLAS PLACE,WEST  151 STREET,WEST  152 STREET,260.34
ST NICHOLAS PLACE,WEST  152 STREET,WEST  153 STREET,264.59
ST NICHOLAS PLACE,WEST  152 STREET,WEST  153 STREET,264.59
STATE STREET,BATTERY PLACE,BRIDGE STREET,303.56
STATE STREET,BRIDGE STREET,PEARL STREET,163.61
STATE STREET,BRIDGE STREET,PEARL STREET,163.61
STATE STREET,UNNAMED STREET,UNNAMED STREET,24.28
SUFFOLK STREET,BROOME STREET,DELANCEY STREET,333.18
SUFFOLK STREET,BROOME STREET,GRAND STREET,375.68
SUFFOLK STREET,BROOME STREET,GRAND STREET,375.68
SUFFOLK STREET,DELANCEY STREET,RIVINGTON STREET,521.52
SUFFOLK STREET,EAST HOUSTON STREET,STANTON STREET,485.84
SUFFOLK STREET,RIVINGTON STREET,STANTON STREET,450.15
SUFFOLK STREET,RIVINGTON STREET,STANTON STREET,450.15
SULLIVAN STREET,BLEECKER STREET,WEST    3 STREET,547.52
SULLIVAN STREET,BLEECKER STREET,WEST    3 STREET,547.52
SULLIVAN STREET,BLEECKER STREET,WEST HOUSTON STREET,490.90
SULLIVAN STREET,BLEECKER STREET,WEST HOUSTON STREET,490.90
SULLIVAN STREET,PRINCE STREET,SPRING STREET,535.06
SULLIVAN STREET,PRINCE STREET,SPRING STREET,535.06
SULLIVAN STREET,PRINCE STREET,WEST HOUSTON STREET,500.73
SULLIVAN STREET,PRINCE STREET,WEST HOUSTON STREET,500.73
THOMPSON STREET,BLEECKER STREET,WEST    3 STREET,547.69
THOMPSON STREET,BLEECKER STREET,WEST    3 STREET,547.69
THOMPSON STREET,BLEECKER STREET,WEST HOUSTON STREET,491.29
THOMPSON STREET,BLEECKER STREET,WEST HOUSTON STREET,491.29
THOMPSON STREET,PRINCE STREET,SPRING STREET,532.95
THOMPSON STREET,PRINCE STREET,SPRING STREET,532.95
THOMPSON STREET,PRINCE STREET,WEST HOUSTON STREET,502.42
THOMPSON STREET,PRINCE STREET,WEST HOUSTON STREET,502.42
TUDOR CITY PLACE,EAST   40 STREET,EAST   41 STREET,254.99
TUDOR CITY PLACE,EAST   40 STREET,EAST   41 STREET,254.99
TUDOR CITY PLACE,EAST   41 STREET,EAST   42 STREET,281.82
TUDOR CITY PLACE,EAST   41 STREET,EAST   42 STREET,281.82
TUDOR CITY PLACE,EAST   41 STREET,EAST   42 STREET,281.82
TUDOR CITY PLACE,EAST   42 STREET,EAST   43 STREET,277.62
TUDOR CITY PLACE,EAST   42 STREET,EAST   43 STREET,277.62
TUDOR CITY PLACE,EAST   42 STREET,EAST   43 STREET,277.62
UNIVERSITY PLACE,EAST    8 STREET,EAST    9 STREET,248.33
UNIVERSITY PLACE,EAST    8 STREET,EAST    9 STREET,248.33
UNIVERSITY PLACE,EAST    8 STREET,WASHINGTON MEWS,168.06
UNIVERSITY PLACE,EAST    8 STREET,WASHINGTON MEWS,168.06
UNIVERSITY PLACE,EAST    9 STREET,EAST   10 STREET,245.58
UNIVERSITY PLACE,EAST    9 STREET,EAST   10 STREET,245.58
UNIVERSITY PLACE,EAST   10 STREET,EAST   11 STREET,249.37
UNIVERSITY PLACE,EAST   10 STREET,EAST   11 STREET,249.37
UNIVERSITY PLACE,EAST   11 STREET,EAST   12 STREET,268.60
UNIVERSITY PLACE,EAST   11 STREET,EAST   12 STREET,268.60
UNIVERSITY PLACE,EAST   12 STREET,EAST   13 STREET,266.24
UNIVERSITY PLACE,EAST   12 STREET,EAST   13 STREET,266.24
UNIVERSITY PLACE,EAST   13 STREET,EAST   14 STREET,291.86
UNIVERSITY PLACE,EAST   13 STREET,EAST   14 STREET,291.86
UNIVERSITY PLACE,WASHINGTON MEWS,WASHINGTON SQUARE NORTH,217.91
UNIVERSITY PLACE,WASHINGTON MEWS,WASHINGTON SQUARE NORTH,217.91
VANDAM STREET,6 AVENUE,VARICK STREET,538.51
VANDAM STREET,GREENWICH STREET,HUDSON STREET,428.58
VANDAM STREET,HUDSON STREET,VARICK STREET,495.88
VARICK STREET,BEACH STREET,NORTH MOORE STREET,242.42
VARICK STREET,FRANKLIN STREET,NORTH MOORE STREET,239.76
VERMILYEA AVENUE,ACADEMY STREET,DYCKMAN STREET,690.08
VERMILYEA AVENUE,ACADEMY STREET,DYCKMAN STREET,690.08
VERMILYEA AVENUE,ISHAM STREET,WEST  207 STREET,429.67
VERMILYEA AVENUE,ISHAM STREET,WEST  207 STREET,429.67
VERMILYEA AVENUE,ISHAM STREET,WEST  211 STREET,248.19
VERMILYEA AVENUE,ISHAM STREET,WEST  211 STREET,248.19
VESEY STREET,NORTH END AVENUE,WEST STREET,53.39
VESEY STREET,WASHINGTON STREET,WEST BROADWAY,278.73
VESEY STREET,WASHINGTON STREET,WEST STREET,49.83
WADSWORTH AVENUE,ST NICHOLAS AVENUE,WEST  192 STREET,359.47
WADSWORTH AVENUE,WEST  173 STREET,WEST  174 STREET,274.57
WADSWORTH AVENUE,WEST  173 STREET,WEST  174 STREET,274.57
WADSWORTH AVENUE,WEST  174 STREET,WEST  175 STREET,267.04
WADSWORTH AVENUE,WEST  174 STREET,WEST  175 STREET,267.04
WADSWORTH AVENUE,WEST  175 STREET,WEST  176 STREET,281.83
WADSWORTH AVENUE,WEST  175 STREET,WEST  176 STREET,281.83
WADSWORTH AVENUE,WEST  176 STREET,WEST  177 STREET,260.54
WADSWORTH AVENUE,WEST  176 STREET,WEST  177 STREET,260.54
WADSWORTH AVENUE,WEST  177 STREET,WEST  178 STREET,259.28
WADSWORTH AVENUE,WEST  177 STREET,WEST  178 STREET,259.28
WADSWORTH AVENUE,WEST  178 STREET,TRANSMANHATTAN EXPRESSWAY,137.52
WADSWORTH AVENUE,WEST  179 STREET,WEST  180 STREET,260.52
WADSWORTH AVENUE,WEST  179 STREET,WEST  180 STREET,260.52
WADSWORTH AVENUE,WEST  180 STREET,WEST  181 STREET,289.50
WADSWORTH AVENUE,WEST  180 STREET,WEST  181 STREET,289.50
WADSWORTH AVENUE,WEST  181 STREET,WEST  182 STREET,240.26
WADSWORTH AVENUE,WEST  181 STREET,WEST  182 STREET,240.26
WADSWORTH AVENUE,WEST  190 STREET,WEST  191 STREET,270.02
WADSWORTH AVENUE,WEST  191 STREET,WEST  192 STREET,285.31
WALKER STREET,BAXTER STREET,CENTRE STREET,252.13
WALKER STREET,BAXTER STREET,CENTRE STREET,252.13
WALKER STREET,BROADWAY,CHURCH STREET,593.40
WALKER STREET,BROADWAY,CHURCH STREET,593.40
WALKER STREET,BROADWAY,CORTLANDT ALLEY,227.55
